"Time","sensor-readings.reading"
1651409376000,18.3
1651409422000,18.6
1651409511000,19.2
1651409571000,19.6
1651409692000,19.3
1651409917000,18.7
1651410127000,19.3
1651410187000,19.6
1651410546000,19.3
1651411551000,19.6
1651411656000,19.3
1651413022000,18.7
1651413111000,18.3
1651413916000,17.7
1651414311000,18.3
1651414386000,18.6
1651414521000,18.3
1651414866000,17.7
1651415796000,18.6
1651415887000,19.2
1651416006000,19.6
1651416336000,19.3
1651416516000,18.7
1651416696000,18.3
1651418112000,17.7
1651418317000,17.2
1651418376000,16.8
1651418496000,16.2
1651418601000,15.8
1651418721000,15.5
1651418976000,15.1
1651419216000,14.8
1651419936000,15.1
1651420477000,15.5
1651421016000,15.1
1651421197000,14.8
1651421677000,14.5
1651421856000,14.1
1651423236000,13.8
1651423476000,13.5
1651424826000,13.8
1651425456000,13.5
1651429086000,13.1
1651430331000,12.8
1651431711000,12.5
1651439586000,12.1
1651444326000,11.8
1651446456000,11.5
1651451676000,11.1
1651454136000,11.5
1651455516000,11.1
1651456491000,11.5
1651456641000,11.8
1651456776000,12.1
1651456941000,11.8
1651458081000,11.5
1651458786000,11.1
1651459056000,10.8
1651459926000,10.5
1651463001000,10.8
1651465851000,11.1
1651468956000,11.5
1651469346000,11.8
1651469481000,12.1
1651469721000,12.5
1651470141000,12.1
1651470216000,11.8
1651470441000,12.1
1651471116000,12.5
1651471236000,12.8
1651473216000,12.5
1651473531000,12.1
1651473891000,12.5
1651474671000,12.8
1651475061000,12.5
1651476771000,12.8
1651477026000,13.1
1651477356000,12.8
1651477746000,13.1
1651477971000,13.5
1651478076000,13.8
1651478241000,14.1
1651478436000,14.5
1651478856000,14.8
1651479021000,15.1
1651479141000,15.5
1651479231000,15.8
1651479441000,16.1
1651479996000,15.8
1651480056000,15.5
1651480116000,15.1
1651481106000,15.5
1651481271000,15.8
1651481361000,16.1
1651482801000,16.8
1651483701000,17.1
1651484016000,16.8
1651484211000,17.1
1651484481000,16.8
1651484721000,17.1
1651484766000,17.5
1651484811000,17.9
1651484946000,18.3
1651485171000,17.7
1651485246000,17.3
1651485381000,17.6
1651485756000,18.3
1651485846000,18.6
1651486971000,19.2
1651487166000,19.6
1651487286000,20.3
1651487346000,20.6
1651487916000,20.3
1651489116000,19.6
1651489176000,19.3
1651489536000,19.6
1651490211000,19.3
1651490541000,18.7
1651490601000,18.3
1651491906000,18.6
1651492356000,18.3
1651494111000,17.3
1651494426000,16.7
1651494771000,16.3
1651495131000,16.6
1651496046000,17.3
1651497036000,16.7
1651498071000,17.3
1651499630000,16.7
1651500576000,16.3
1651501401000,15.6
1651501476000,15.3
1651501536000,15
1651501611000,14.6
1651501686000,14.3
1651501761000,14
1651501971000,13.6
1651502796000,13.2
1651502856000,12.9
1651502961000,12.5
1651503591000,12.1
1651504281000,11.8
1651504896000,12.1
1651506996000,12.5
1651509366000,12.1
1651513026000,11.8
1651514421000,12.1
1651515261000,11.8
1651518411000,11.5
1651522146000,11.8
1651522221000,12.1
1651522401000,11.8
1651522461000,11.5
1651522551000,11.1
1651522626000,10.8
1651523136000,11.1
1651523616000,10.8
1651523811000,10.5
1651526811000,10.1
1651527846000,9.8
1651528371000,9.5
1651530756000,9.1
1651532586000,8.7
1651536861000,8.4
1651537312000,8.7
1651537926000,8.4
1651538901000,8.7
1651539232000,8.4
1651543566000,7.7
1651544916000,7.3
1651550766000,7.7
1651552147000,8.1
1651553451000,8.7
1651553797000,9.1
1651554141000,9.7
1651554712000,10.1
1651554876000,10.5
1651555942000,10.8
1651556076000,11.1
1651556242000,11.5
1651556331000,11.8
1651556422000,12.1
1651557682000,12.5
1651557907000,12.8
1651559092000,13.1
1651559542000,13.5
1651559691000,13.8
1651559797000,14.1
1651560007000,14.5
1651560426000,14.8
1651560666000,15.1
1651560816000,14.8
1651560922000,14.5
1651561536000,14.8
1651561672000,15.1
1651562617000,15.5
1651563412000,15.8
1651563607000,16.1
1651564416000,16.8
1651564716000,17.1
1651565871000,17.8
1651565962000,18.1
1651566321000,18.8
1651566411000,19.1
1651567086000,19.7
1651567177000,20.1
1651567642000,20.7
1651567761000,21.1
1651567927000,21.7
1651568167000,22.1
1651568301000,21.8
1651568541000,21.1
1651569171000,20.8
1651569456000,21.1
1651569651000,21.7
1651569817000,21.4
1651570027000,21.7
1651570087000,22.1
1651570807000,21.7
1651570866000,21.4
1651571376000,20.8
1651571616000,21.1
1651573071000,21.7
1651573491000,22.2
1651573551000,22.6
1651573597000,23
1651573912000,22.6
1651574077000,22.3
1651574302000,21.6
1651574451000,21.3
1651574812000,21.6
1651574901000,21.3
1651575277000,21.6
1651575396000,21.3
