"Time","sensor-readings.reading"
1651745871000,49.7
1651746171000,48.7
1651746291000,47.6
1651746426000,46.6
1651746786000,45.6
1651747041000,46.7
1651747386000,45.6
1651747506000,44.6
1651747746000,43.6
1651747956000,44.7
1651748046000,45.7
1651748181000,46.7
1651748346000,47.7
1651748406000,48.7
1651748541000,47.6
1651748751000,48.8
1651748811000,49.8
1651748871000,50.9
1651749141000,51.9
1651749921000,50.9
1651750191000,51.9
1651750266000,52.9
1651750356000,53.9
1651750521000,52.6
1651750566000,51.4
1651750611000,50.3
1651750656000,49.2
1651750716000,48
1651750776000,47
1651750866000,46
1651750941000,47
1651751031000,48.1
1651751106000,49.1
1651751526000,48.1
1651751616000,47.1
1651751826000,48.1
1651751916000,49.1
1651752096000,50.2
1651752156000,51.4
1651752201000,52.5
1651752291000,51.3
1651752336000,50.2
1651752396000,49
1651752486000,47.9
1651752606000,46.9
1651752771000,45.9
1651753221000,46.9
1651753341000,47.9
1651753566000,46.9
1651753896000,47.9
1651754046000,46.9
1651754136000,45.8
1651754331000,44.8
1651754526000,45.8
1651754616000,46.9
1651754826000,47.9
1651754991000,49
1651755216000,50
1651755321000,48.8
1651755485000,47.8
1651755516000,46.7
1651755571000,46.7
1651755606000,45.7
1651755801000,46.7
1651755861000,47.7
1651756776000,46.6
1651757452000,47.6
1651757707000,46.6
1651757781000,45.6
1651757856000,44.6
1651758396000,43.6
1651758711000,42.5
1651759011000,41.5
1651759281000,40.5
1651762356000,39.5
1651762671000,38.5
1651763707000,37.5
1651765491000,36.5
1651768267000,37.5
1651768416000,38.6
1651770066000,37.6
1651770801000,38.6
1651772121000,37.5
1651772211000,36.4
1651772317000,35.4
1651772451000,34.4
1651772961000,33.4
1651774027000,32.4
1651774866000,31.3
1651776951000,30.3
1651779277000,29.3
1651779757000,28.3
1651784077000,27.3
1651785066000,26.3
1651789416000,25.3
1651802226000,26.3
1651809111000,27.3
1651811406000,28.3
1651814436000,27.3
1651814653000,27.3
1651816732000,28.3
1651819416000,29.3
1651820692000,30.3
1651822402000,31.3
1651822912000,32.3
1651823451000,33.3
1651824396000,34.3
1651827127000,35.3
1651827682000,36.3
1651829016000,35.3
1651829602000,36.3
1651830322000,35.3
1651830787000,34.3
1651832002000,35.3
1651838917000,36.3
1651841302000,35.3
1651844256000,36.3
1651852056000,37.3
1651856961000,36.3
1651859061000,35.3
1651860321000,34.3
1651860651000,33.3
1651861671000,32.3
1651865016000,31.3
1651867116000,30.3
1651868301000,29.3
1651873071000,30.3
1651878036000,31.3
1651882386000,30.3
1651883811000,31.3
1651885626000,30.3
1651886151000,31.4
1651886826000,30.4
1651890516000,31.4
1651897521000,32.5
1651905096000,33.5
1651909611000,34.5
1651911412000,35.5
1651913557000,36.5
1651922226000,35.5
1651923186000,36.5
1651923711000,37.5
1651924641000,36.5
1651932651000,37.5
1651933041000,38.5
1651933956000,37.5
1651934901000,36.5
1651936386000,37.5
